EAN,size,brand,color,category,heelType,shoeType,shoeWidth,heelHeight,returnable,name [el_CY],name [en_GB],updateOnDelta,refinementColor,variantGroupCode,jiniusSkuMatchCode,longDescription [el_CY],shortDescription [en_GB],mainImage.source,mainImage.original_url,shortDescription [el_CY],secondary_image_1.source,secondary_image_1.original_url,secondary_image_2.source,secondary_image_2.original_url,secondary_image_3.source,secondary_image_3.original_url,longDescription [en_GB],fashionMaterial,name,longDescription,shortDescription,mirakl_product_id,group_id1,name [en_GB,group_id2,final_group_id,final_group_id_clip_strict,manual_group_id,manual_group_name
['5299900664268'],45,UNDER ARMOUR,White/black-white,FaMeShSneakers,,,,,true,,Under armour ua hovr machina 3 clone,,white,338eb853-dae8-4e3d-b796-d8f58a36d1a9,[],,<html><body><p>UNDER ARMOUR UA HOVR Machina 3 Clone</p></body></html>,https://media-prod-eu-1.mirakl.net/SOURCE/b9618405bcfb4bac89af8db10c2eb762,https://powersoft365customers.blob.core.windows.net/he132515a-d-e-natiotis-limited/Models/3026729-101.jpg?updated=20230728071734,<html><body><p></p></body></html>,https://media-prod-eu-1.mirakl.net/SOURCE/a1b5f2b9a43844969fa172aab6197572,https://powersoft365customers.blob.core.windows.net/he132515a-d-e-natiotis-limited/Models/3026729-101_1.jpg?updated=20230728071736,https://media-prod-eu-1.mirakl.net/SOURCE/5f527d8f9e144e5482264df06ff76ac2,https://powersoft365customers.blob.core.windows.net/he132515a-d-e-natiotis-limited/Models/3026729-101_2.jpg?updated=20230728071737,https://media-prod-eu-1.mirakl.net/SOURCE/d244d4b535eb4f80830f78e15e783722,https://powersoft365customers.blob.core.windows.net/he132515a-d-e-natiotis-limited/Models/3026729-101_3.jpg?updated=20230728072003,,,,,,9e6c2987-0100-4361-a732-5b0d5c3b443c,119.0,Under armour ua hovr machina 3 clone,121,120,120,137.0,Under Armour ua hovr machina 3
[],41,NIKE,Black,FaMeShSneakers,,,,,true,Phantom gt2 elite sg-pro ac,Phantom gt2 elite sg-pro ac,,black,7e40dcb9-178b-4516-984a-921c01eae6b7,[],,Phantom gt2 elite sg-pro ac,https://media-prod-eu-1.mirakl.net/SOURCE/179063d5dabc47c29027408f00c75819,https://privesports.com.cy/product_catalog/groups/173340/dc0753-007-black.jpg,Phantom gt2 elite sg-pro ac,https://media-prod-eu-1.mirakl.net/SOURCE/e726e791aba94e6c852635e1e6acf98c,https://privesports.com.cy/product_catalog/groups/173340/pics/dc0753-007-black_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/5e152f83ddcf450a9fe191f5b7e606a2,https://privesports.com.cy/product_catalog/groups/173340/pics/dc0753-007-black_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/0313ffa1d11f4cb28c7217e3c73e3dae,https://privesports.com.cy/product_catalog/groups/173340/pics/dc0753-007-black_3.jpg,,,,,,152d02b8-1134-43e2-80b2-f0abee907884,120.0,Phantom gt2 elite sg-pro ac,122,121,121,139.0,Nike phantom gt2 elite
[],39,,Black White,FaWoShSneakers,,,,,true,C872,C872,,black,4724b7b3-4b69-4b12-a7da-022347eaca01,[],,"<p>Αθλητικά παπούτσια για όλες τις ώρες.</p>
<ul>
<li>Made of synthetic materials</li>
</ul>",https://media-prod-eu-1.mirakl.net/SOURCE/3cd7ccfea45442a0b97fc99877986f34,https://cdn.shopify.com/s/files/1/0266/6810/5920/files/417544737_1062223094855760_224785381816048848_n.jpg?v=1707729352,"<p>Αθλητικά παπούτσια για όλες τις ώρες.</p>
<ul>
<li>Made of synthetic materials</li>
</ul>",https://media-prod-eu-1.mirakl.net/SOURCE/b0645c327f0f48619ffb0485de2fd3a3,https://cdn.shopify.com/s/files/1/0266/6810/5920/files/417827795_745360514221660_761613816911714159_n.jpg?v=1707728996,https://media-prod-eu-1.mirakl.net/SOURCE/315b65283cf04b4cbc066efbe07f8e44,https://cdn.shopify.com/s/files/1/0266/6810/5920/files/419254047_1102390054408038_3733182955257210945_n.jpg?v=1707728990,https://media-prod-eu-1.mirakl.net/SOURCE/6fd42fa638d94bd3b56a7d1aa2746f0b,https://cdn.shopify.com/s/files/1/0266/6810/5920/files/417475784_1455780345341483_8966226005897572818_n.jpg?v=1707728996,,,,,,9696d638-a7b6-47ff-b3f0-d712686bb953,122.0,C872,124,123,123,140.0,C872
[],36.5,NIKE,Black,FaWoShSneakers,,,,,true,Air max Genome,Air max Genome,,black,46c64e45-79be-4e2f-861b-deb8528dc0ae,[],,Air max Genome,https://media-prod-eu-1.mirakl.net/SOURCE/2c4dabdf831a4850946ff32d8e3bbddd,https://privesports.com.cy/product_catalog/groups/106692/cz4652-002-black.jpg,Air max Genome,https://media-prod-eu-1.mirakl.net/SOURCE/efc915f2dea244f88d19e6ad93ab48e3,https://privesports.com.cy/product_catalog/groups/106692/pics/cz4652-002-black_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/56056b929f5f4cb7b4c7cb299450ad1c,https://privesports.com.cy/product_catalog/groups/106692/pics/cz4652-002-black_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/eb50cd3a816b43458ef7db096f81acbd,https://privesports.com.cy/product_catalog/groups/106692/pics/cz4652-002-black_3.jpg,,,,,,207babb1-0ca1-413e-bd62-cafe2a04143b,123.0,Air max Genome,125,124,124,141.0,Nike airmax genome
[],UK -8/EU 42 2/3,ADIDAS,Black/black,FaMeShSneakers,,,,,true,Adidas men runfalcon 3.0 (hp7544),Adidas men runfalcon 3.0 (hp7544),,,3e1f76e1-d064-4886-9c70-ef91951dfdb4,[],,"Lace up for a run through the park or a walk to the coffee shop in these versatile adidas running shoes. They feel good from the minute you step in, thanks to the cushy Cloudfoam midsole. The textile upper feels comfy and breathable, and the rubber outsole gives you plenty of grip for a confident stride.Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.. Regular fit. Textile upper",https://media-prod-eu-1.mirakl.net/SOURCE/c1ef059b31d644f19e84616eab1b17e7,https://s3.gy.digital/famousports/uploads/asset/data/319059/HP7544_1.png,,https://media-prod-eu-1.mirakl.net/SOURCE/11367e73ff4e43f7bb47cd33f4d2d5ff,https://s3.gy.digital/famousports/uploads/asset/data/319055/HP7544_68.png,https://media-prod-eu-1.mirakl.net/SOURCE/c10f1f94c13141ef94b251f1193a74ce,https://s3.gy.digital/famousports/uploads/asset/data/319186/HP7544_66.png,https://media-prod-eu-1.mirakl.net/SOURCE/9480da26fd044d6daa2e753ba7ae1eed,https://s3.gy.digital/famousports/uploads/asset/data/319417/HP7544_72.png,,,,,,178c6182-fcd5-4056-b7ea-0ff40fe7d405,124.0,Adidas men runfalcon 3.0 (hp7544),126,125,125,142.0,Adidas runfalcon 3.0
[],37,NEW BALANCE,Moonbeam,FaWoShSneakers,,,,,true,9060 lifestyle sneakers,9060 lifestyle sneakers,,white,795a4e05-b5f9-425b-a91d-7734e97786f6,[],,9060 LIFESTYLE SNEAKERS,https://media-prod-eu-1.mirakl.net/SOURCE/0f1542b79beb4cf3b1f23cd19508aca7,https://administrator.athlokinisi.com.cy/product_catalog/groups/185931/u9060-gcb.jpg,9060 LIFESTYLE SNEAKERS,https://media-prod-eu-1.mirakl.net/SOURCE/f43ecc44a547448897272680d1d32a3a,https://administrator.athlokinisi.com.cy/product_catalog/groups/185931/pics/u9060-gcb_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/61a99b45adc04cffaf90987b8f6efe21,https://administrator.athlokinisi.com.cy/product_catalog/groups/185931/pics/u9060-gcb_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/38d923e6155d42f6bfd8c4e64944ed2e,https://administrator.athlokinisi.com.cy/product_catalog/groups/185931/pics/u9060-gcb_3.jpg,,,,,,6332e316-0710-4ec8-93a2-770a2f61e40b,125.0,9060 lifestyle sneakers,127,126,126,48.0,New Balance 9060 sneakers
[],44,U.S. POLO ASSN.,Whiblue,FaMeShSneakers,,,,,true,Cody shoes,Cody shoes,,white,11b0744e-1ae9-4e04-8e3d-edcc1ed22c17,[],,U.S. Polo Assn. Cody Shoes,https://media-prod-eu-1.mirakl.net/SOURCE/4cc4b2d3641b4a85b94c94acbf76869d,https://eshop.hypercy.com/wp-content/uploads/2024/06/cody001whtiebluef.jpg,U.S. Polo Assn. Cody Shoes,https://media-prod-eu-1.mirakl.net/SOURCE/7d120a306579476eb5c1395b329644d5,https://eshop.hypercy.com/wp-content/uploads/2024/06/cody001whiteblueb.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/f56ca8899c79445aac72ec359c203f74,https://eshop.hypercy.com/wp-content/uploads/2024/06/cody001whitebluec.jpg,,,,,,,,4078c2de-2779-4bfb-857f-3396edd42d02,126.0,Cody shoes,128,127,127,143.0,U.S. Polo Assn. Cody
[],37,PUMA,White / Beige,FaWoShSneakers,,,,,true,Sophyr women,Sophyr women,,white,a56ecbed-b3cf-4160-901c-5e5e3f004605,[],,SOPHYR Women,https://media-prod-eu-1.mirakl.net/SOURCE/d25f8098ffdd449ba37e9a491bc85e99,https://administrator.athlokinisi.com.cy/product_catalog/groups/195623/397736-02.jpg,SOPHYR Women,https://media-prod-eu-1.mirakl.net/SOURCE/0dc1504011894a0e85bfefb7b5cbbca0,https://administrator.athlokinisi.com.cy/product_catalog/groups/195623/pics/397736-02_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/169134943a1d47b6bf00d9fac135c142,https://administrator.athlokinisi.com.cy/product_catalog/groups/195623/pics/397736-02_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/33de03c6441f4758816f00502a1dc688,https://administrator.athlokinisi.com.cy/product_catalog/groups/195623/pics/397736-02_3.jpg,,,,,,da6b26bb-c420-41dd-b864-ce9fe74a16ca,127.0,Sophyr women,129,128,128,144.0,Puma Sophyr
[],37.5,SKECHERS,Navy / Blue,FaWoShSneakers,,,,,true,Go walk 6 - iconic vision womens,Go walk 6 - iconic vision womens,,navy,98f90b1c-b36c-47c0-b7dc-eeb2d87e3b81,[],,GO WALK 6 - ICONIC VISION WOMENS,https://media-prod-eu-1.mirakl.net/SOURCE/0b14949505864777bf3962dad6784623,https://administrator.athlokinisi.com.cy/product_catalog/groups/166704/124514-nvtq.jpg,GO WALK 6 - ICONIC VISION WOMENS,https://media-prod-eu-1.mirakl.net/SOURCE/5d053b782671412c938d6ee4b8c582f4,https://administrator.athlokinisi.com.cy/product_catalog/groups/166704/pics/124514-nvtq_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/4fd68e0319464b199f893390a0cfa34f,https://administrator.athlokinisi.com.cy/product_catalog/groups/166704/pics/124514-nvtq_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/7436f3d009a24bc59f502faf93c6fba5,https://administrator.athlokinisi.com.cy/product_catalog/groups/166704/pics/124514-nvtq_3.jpg,,,,,,736b5f22-2f22-446f-9b8d-3d494fa77caa,128.0,Go walk 6 - iconic vision womens,130,129,129,145.0,Skechers go walk
[],9/EU 43,PUMA,White/green,FaMeShSneakers,,,,,true,Puma men slipstream bball (393266),Puma men slipstream bball (393266),,,35a31881-6563-4b5c-98e3-dc094ce22118,[],,"Back in 1987, the PUMA Slipstream entered the scene as a high-flying, slam-dunking, statement-making basketball sneaker. With the Slipstream Bball, we're going back to its proud basketball roots. It features a leather upper with subtle pops of colour, as well as a synthetic PUMA Formstrip and synthetic underlays for a clean court-side look.<br />PUMA’s leather products support responsible manufacturing via the Leather Working Group.<br />The upper of this shoe is made with at least 30% recycled materials as a step toward a better future.",https://media-prod-eu-1.mirakl.net/SOURCE/836cd9b63fec448cafdab8c40076cc65,https://s3.gy.digital/famousports/uploads/asset/data/321827/393266-01_8.jpg,,https://media-prod-eu-1.mirakl.net/SOURCE/98b005c5024b4ca08fe7e04b60e5209f,https://s3.gy.digital/famousports/uploads/asset/data/321625/393266-01_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/0a0299b8a3f64f598c2d606571e7827c,https://s3.gy.digital/famousports/uploads/asset/data/321595/393266-01_21.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/8f455bfeffd74ef09213e11aac0be303,https://s3.gy.digital/famousports/uploads/asset/data/321713/393266-01_3.jpg,,,,,,b3d5bfab-9716-4396-a12e-8dabf24d100c,129.0,Puma men slipstream bball (393266),131,130,130,146.0,New Balance 515
['5299902034687'],42,NEW BALANCE,Beige,FaMeShSneakers,,0090,,,true,New balance classics sneakers,New balance classics sneakers,,beige,9b0d45f0-07f5-4e85-9909-dd3a2b584dbe,[],,"New balance sneakers.<br><br>brand:<br>more than 100 years, new balance has worked to move the world around us. Because we believe in one simple truth: we were born to move. <br><br>at new balance, our job is to aid athletes in their pursuit of excellence, whether that means helping professional athletes set records and win medals, or propelling everyday athletes to achieve a new pr, run their first 5k or just to live a more healthy and active lifestyle.<br>our products are the perfect blend of function and fashion, giving you the performance technology you need and the style you want. Our associates around the world bring these goals to life with their high-level skills and creativity. While we offer the best product on the market, we’re also equally committed to giving back. So while we look to succeed, we believe in ensuring others have the same opportunity.",https://media-prod-eu-1.mirakl.net/SOURCE/216db780426f4003a738aa873cc217de,https://cdn.shopify.com/s/files/1/0109/8016/3643/files/c06453b662f9fdb508d7e05da18ba5ee.jpg?v=1714095566,"New balance sneakers.<br><br>brand:<br>more than 100 years, new balance has worked to move the world around us. Because we believe in one simple truth: we were born to move. <br><br>at new balance, our job is to aid athletes in their pursuit of excellence, whether that means helping professional athletes set records and win medals, or propelling everyday athletes to achieve a new pr, run their first 5k or just to live a more healthy and active lifestyle.<br>our products are the perfect blend of function and fashion, giving you the performance technology you need and the style you want. Our associates around the world bring these goals to life with their high-level skills and creativity. While we offer the best product on the market, we’re also equally committed to giving back. So while we look to succeed, we believe in ensuring others have the same opportunity.",https://media-prod-eu-1.mirakl.net/SOURCE/6ccaeaac227942b6ac26a18118915207,https://cdn.shopify.com/s/files/1/0109/8016/3643/files/73ee475da886760623a9e7ddfc502d84.jpg?v=1714095569,,,,,,,,,,afce1d4c-8649-4e52-8fe1-5797fe9e4f95,130.0,New balance classics sneakers,132,131,131,147.0,New Balance 574
[],46,ADIDAS,White,FaMeShSneakers,,,,,true,Court 24,Court 24,,white,f76db9f5-c41a-4496-a589-874df4c0a746,[],,"Sporty, durable sneakers for journeys long and short.<br>
Make a sporty statement every time you step out. These adidas sneakers grab the eye with bold details and striking colours. The full-grain leather upper is sleek, smooth and built for daily wear while a cloudfoam midsole provides a soft yet stable ride. The sturdy rubber outsole rounds out this low-profile design, keeping you firmly planted wherever adventure leads.<br>
<br>
Details<br>
Regular fit<br>
Lace closure<br>
Full-grain leather upper<br>
Textile lining<br>
Cloudfoam midsole<br>
Rubber outsole<br>
Product colour: cloud white / cloud white / core white<br>
Product code: id1254",https://media-prod-eu-1.mirakl.net/SOURCE/4cd060fbeaf1418d8b25c72097424ae3,https://privesports.com.cy/product_catalog/groups/181919/id1254-white.jpg,"Sporty, durable sneakers for journeys long and short.<br>
Make a sporty statement every time you step out. These adidas sneakers grab the eye with bold details and striking colours. The full-grain leather upper is sleek, smooth and built for daily wear while a cloudfoam midsole provides a soft yet stable ride. The sturdy rubber outsole rounds out this low-profile design, keeping you firmly planted wherever adventure leads.<br>
<br>
Details<br>
Regular fit<br>
Lace closure<br>
Full-grain leather upper<br>
Textile lining<br>
Cloudfoam midsole<br>
Rubber outsole<br>
Product colour: cloud white / cloud white / core white<br>
Product code: id1254",https://media-prod-eu-1.mirakl.net/SOURCE/eb11a366b7e743e8b5f50193e95a94d1,https://privesports.com.cy/product_catalog/groups/181919/pics/id1254-white_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/d21757655a6e4bf1a671bd12e9db6401,https://privesports.com.cy/product_catalog/groups/181919/pics/id1254-white_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/9cf54d23db40449cb489318599e2affe,https://privesports.com.cy/product_catalog/groups/181919/pics/id1254-white_3.jpg,,,,,,331ed23d-50eb-4a38-95dd-e69b27280bcd,131.0,Court 24,133,132,132,149.0,Adidas court 24 
[],42,ADIDAS,Black,FaMeShSneakers,,,,,true,Runfalcon 3.0,Runfalcon 3.0,,black,e1f04f1c-2b5c-4858-9b98-699cd645f810,[],,"Regular fit<br>Lace closure<br>Textile upper<br><br>Cloudfoam midsole<br>Textile lining<br><br>Midsole drop: 10 Mickey Mouse (heel: 29.2 Mickey Mouse / forefoot: 19.2 mm)<br><br><br><br><br>N/A<br>Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.<br>Cloudfoam midsole for step-in comfort and superior cushioning.<br>Soft textile upper is stretchy and comfortable.<br><br><br>",https://media-prod-eu-1.mirakl.net/SOURCE/fcc6e88a108a445fbb65aaa525e828b4,https://administrator.athlokinisi.com.cy/product_catalog/groups/164924/hp7554.jpg,"Regular fit<br>Lace closure<br>Textile upper<br><br>Cloudfoam midsole<br>Textile lining<br><br>Midsole drop: 10 Mickey Mouse (heel: 29.2 Mickey Mouse / forefoot: 19.2 mm)<br><br><br><br><br>N/A<br>Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.<br>Cloudfoam midsole for step-in comfort and superior cushioning.<br>Soft textile upper is stretchy and comfortable.<br><br><br>",https://media-prod-eu-1.mirakl.net/SOURCE/7692616435d243a5b3eb3ac78ba969e9,https://administrator.athlokinisi.com.cy/product_catalog/groups/164924/pics/hp7554_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/c3906fe847574e64b82528ce81c6bd52,https://administrator.athlokinisi.com.cy/product_catalog/groups/164924/pics/hp7554_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/f6d0b579cdcb496981cbf2a1fbc9c9f3,https://administrator.athlokinisi.com.cy/product_catalog/groups/164924/pics/hp7554_3.jpg,,,,,,471d9cd6-c35a-40b6-982f-5d51abf927ad,132.0,Runfalcon 3.0,134,133,133,142.0,Adidas runfalcon 3.0
[],43,UNDER ARMOUR,Blue,FaMeShSneakers,,,,,true,Project rock 6,Project rock 6,,blue,8eef4a36-5efd-447f-a9e2-f6c6f5a0b60e,[],,"The new pr6 features upgrades developed and put to the test by dwayne johnson. This new version of a community favorite is more supportive, comfortable, and stable than ever before.<br>
<br>
Dnaspecsfit & care<br>
Ua clone upper provides an ultra-precise fit that expands & contracts for seamless comfort & support<br>
External TPU heel clips add stability & connect to uppermost lace webbing for optimal lockdown<br>
Responsive ua hovr™ cushioning reduces impact, returns energy & helps propel you forward<br>
Ua tribase™ maximizes ground contact, promotes natural motion & provides flexibility to grip during lifts<br>
Durable outsole rubber with toe cap wraps up for support & protection through planks & other hiit training",https://media-prod-eu-1.mirakl.net/SOURCE/b43e99900e4c41659b32783a61159357,https://privesports.com.cy/product_catalog/groups/145238/3026534-400-blue.jpg,"The new pr6 features upgrades developed and put to the test by dwayne johnson. This new version of a community favorite is more supportive, comfortable, and stable than ever before.<br>
<br>
Dnaspecsfit & care<br>
Ua clone upper provides an ultra-precise fit that expands & contracts for seamless comfort & support<br>
ExternalTPU heel clips add stability & connect to uppermost lace webbing for optimal lockdown<br>
Responsive ua hovr™ cushioning reduces impact, returns energy & helps propel you forward<br>
Ua tribase™ maximizes ground contact, promotes natural motion & provides flexibility to grip during lifts<br>
Durable outsole rubber with toe cap wraps up for support & protection through planks & other hiit training",https://media-prod-eu-1.mirakl.net/SOURCE/9b090fcd7c94401bb41fb8447c3adfc8,https://privesports.com.cy/product_catalog/groups/145238/pics/3026534-400-blue_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/df1e65b2f64a474184957f506b911775,https://privesports.com.cy/product_catalog/groups/145238/pics/3026534-400-blue_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/1f2a163dcec7496eadd6b3c650ea3e91,https://privesports.com.cy/product_catalog/groups/145238/pics/3026534-400-blue_3.jpg,,,,,,2eabbfdc-2b79-44b0-b6f3-93464305c6d6,133.0,Project rock 6,135,134,134,150.0,Under armour project rock 6
[],39,VANS,Black / Anthracite,FaMeShSneakers,,,,,true,Checkerboard classic slip-on shoes,Checkerboard classic slip-on shoes,,black,5f42ebdd-3c0f-49a8-9ef8-a07afc5960dc,[],,"<ul><li><font face=""Arial"" size=""2"" color=""#333333"">Durable Canvas Upper</font></li><li><font face=""Arial"" size=""2"" color=""#333333"">Slip-On Style with Elastic Side Accents</font></li><li><font face=""Arial"" size=""2"" color=""#333333"">Padded Collar for All-Day Wearability</font></li><li><font face=""Arial"" size=""2"" color=""#333333"">Signature Vans Rubber Waffle Outsole</font></li></ul>",https://media-prod-eu-1.mirakl.net/SOURCE/017c2704d373468b8e9e534ea24acf27,https://administrator.athlokinisi.com.cy/product_catalog/groups/82594/vn000eyebpj.jpg,"<ul><li><font face=""Arial"" size=""2"" color=""#333333"">Durable Canvas Upper</font></li><li><font face=""Arial"" size=""2"" color=""#333333"">Slip-On Style with Elastic Side Accents</font></li><li><font face=""Arial"" size=""2"" color=""#333333"">Padded Collar for All-Day Wearability</font></li><li><font face=""Arial"" size=""2"" color=""#333333"">Signature Vans Rubber Waffle Outsole</font></li></ul>",https://media-prod-eu-1.mirakl.net/SOURCE/3cc80b047f2541868467f09bb251d052,https://administrator.athlokinisi.com.cy/product_catalog/groups/82594/pics/VN000EYEBPJ_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/2244557b31164e4a8458e2dbba98be8d,https://administrator.athlokinisi.com.cy/product_catalog/groups/82594/pics/VN000EYEBPJ_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/75456015f297405a91b0820075cac7df,https://administrator.athlokinisi.com.cy/product_catalog/groups/82594/pics/VN000EYEBPJ_3.jpg,,,,,,dc8d75d8-64fb-424c-8144-4f62bf5d9166,134.0,Checkerboard classic slip-on shoes,136,135,135,151.0,Vans checkerboard classic slip-on
[],36.5,VANS,White / Black,FaWoShSneakers,,,,,true,Hylane shoe,Hylane shoe,,white,6ddc7893-cf96-4ff0-897b-595155ede9d4,[],,HYLANE SHOE,https://media-prod-eu-1.mirakl.net/SOURCE/ccf4fb8d162d485a84220a5bedbeb887,https://administrator.athlokinisi.com.cy/product_catalog/groups/191638/vn000d1jyb2.jpg,HYLANE SHOE,https://media-prod-eu-1.mirakl.net/SOURCE/ad281ade32604439a3b7b2cb76834379,https://administrator.athlokinisi.com.cy/product_catalog/groups/191638/pics/vn000d1jyb2_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/66c3c6a2e5cf45daac86bb2309635dbb,https://administrator.athlokinisi.com.cy/product_catalog/groups/191638/pics/vn000d1jyb2_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/d3029f0275fa4e77a3151225a064db8f,https://administrator.athlokinisi.com.cy/product_catalog/groups/191638/pics/vn000d1jyb2_3.jpg,,,,,,6e038d43-b638-4479-bbbe-b8914b4b6bf8,135.0,Hylane shoe,137,136,136,153.0,Vans Hylane
[],45,ON RUNNING,White,FaMeShSneakers,,,,,true,Cloudsurfer next,Cloudsurfer next,,white,e3d6f4bf-c0b3-4b9c-bd61-4e26e652b786,[],,"Run smooth. Feel faster. The cloudsurfer next adds forward roll to soft cloudtec phase®. So every run feels effortless.<br>
<br>
Cushioning<br>
What does cushioning mean?<br>
Mid<br>
Road running style<br>
What does road running style mean?<br>
Neutral<br>
Lacing<br>
What does lacing mean?<br>
Standard<br>
Heel to toe drop<br>
What does heel to toe drop mean?<br>
6mm<br>
<br>
Key features<br>
Weight: 273g<br>
<br>
Helion™ superfoam midsole for a bouncy and responsive ride<br>
<br>
Cloudtec phase® cushioning for smooth heel-toe transitions<br>
<br>
Lighter engineered woven upper inspired by our race-day shoes<br>
<br>
Agile forefoot rocker for a more propulsive toe-off<br>
<br>
Easy step-in accommodates a wide range of foot shapes<br>
<br>
Rubber pads on the outsole for grip and durability<br>
<br>
Effortless yet dynamic running sensation<br>
<br>
Silhouette inspired by our pinnacle race-day shoes",https://media-prod-eu-1.mirakl.net/SOURCE/dbfc304c57714864b9573f4dfe36e385,https://privesports.com.cy/product_catalog/groups/174654/3me30020256-white.jpg,"Run smooth. Feel faster. The cloudsurfer next adds forward roll to soft cloudtec phase®. So every run feels effortless.<br>
<br>
Cushioning<br>
What does cushioning mean?<br>
Mid<br>
Road running style<br>
What does road running style mean?<br>
Neutral<br>
Lacing<br>
What does lacing mean?<br>
Standard<br>
Heel to toe drop<br>
What does heel to toe drop mean?<br>
6mm<br>
<br>
Key features<br>
Weight: 273g<br>
<br>
Helion™ superfoam midsole for a bouncy and responsive ride<br>
<br>
Cloudtec phase® cushioning for smooth heel-toe transitions<br>
<br>
Lighter engineered woven upper inspired by our race-day shoes<br>
<br>
Agile forefoot rocker for a more propulsive toe-off<br>
<br>
Easy step-in accommodates a wide range of foot shapes<br>
<br>
Rubber pads on the outsole for grip and durability<br>
<br>
Effortless yet dynamic running sensation<br>
<br>
Silhouette inspired by our pinnacle race-day shoes",https://media-prod-eu-1.mirakl.net/SOURCE/5c2ac6cad63e4457bc38ee182e74e1b5,https://privesports.com.cy/product_catalog/groups/174654/pics/3me30020256-white_1.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/e8a74e4379ce425ea1fbf5c22d84893d,https://privesports.com.cy/product_catalog/groups/174654/pics/3me30020256-white_2.jpg,https://media-prod-eu-1.mirakl.net/SOURCE/5b9b76f891174414baf5fef9e05eb7b4,https://privesports.com.cy/product_catalog/groups/174654/pics/3me30020256-white_3.jpg,,,,,,f8257438-a155-463a-8bb4-508c0d65acde,136.0,Cloudsurfer next,138,137,137,97.0,ON cloudsurfer next
[],US 13/EU 47.5,CHAMPION,White,FaMeShSneakers,,,,,true,Champion men rebound heritage low low cut shoe (s22030),Champion men rebound heritage low low cut shoe (s22030),,white,2ce6124e-6479-4485-88f5-01e927aa12c6,[],,"Elevate your style with the Champion Men Rebound Heritage Low Cut Shoe. This trendy shoe combines classic design with modern flair, making it a versatile addition to any wardrobe. With a low cut silhouette and Champion branding, these shoes are perfect for casual outings or everyday wear. The cushioned insole provides all-day comfort, while the durable rubber outsole ensures long-lasting wear. Step out in style and comfort with the Champion Men Rebound Heritage Low Cut Shoe.",https://media-prod-eu-1.mirakl.net/SOURCE/1d3faa0cef2a49ecac4bf8c3365ef217,https://s3.gy.digital/famousports/uploads/asset/data/352790/S22030-WW005_1.jpg,,,,,,,,,,,,,2082bfea-5fbf-4691-b467-f75f1d3ca5b7,137.0,Champion men rebound heritage low low cut shoe (s22030),139,138,138,154.0,Champion rebound heritage
